#       name   sys/rms     r0    [m]         {n          Dbn/bN  Dan/aN}
# NSLS-II spec low dispersion multipolerrors
#
QM2     sys        2.50E-02     6    1.00E-04           0
QM2     sys        2.50E-02    10    1.10E-04           0
QM2     sys        2.50E-02    14    1.10E-04           0
#
SM2H    sys        2.50E-02     9    7.90E-04           0
SM2H    sys        2.50E-02    15    6.40E-04           0
SM2H    sys        2.50E-02    21    4.70E-04           0
