# NAME             %05s "TWISS"
# TYPE             %05s "TWISS"
# SEQUENCE         %02s "BL"
# PARTICLE         %08s "ELECTRON"
# MASS             %le     0.0005109989461
# CHARGE           %le                  -1
# ENERGY           %le         1.500000087
# PC               %le                 1.5
# GAMMA            %le         2935.426968
# KBUNCH           %le                   1
# BCURRENT         %le                   0
# SIGE             %le               0.001
# SIGT             %le                   1
# NPART            %le                   0
# EX               %le                   1
# EY               %le                   1
# ET               %le               0.001
# LENGTH           %le           115.16199
# ALFA             %le      0.004975864861
# ORBIT5           %le                  -0
# GAMMATR          %le         14.17639193
# Q1               %le         9.231705299
# Q2               %le         3.228557288
# DQ1              %le        -22.09991856
# DQ2              %le        -11.79959297
# DXMAX            %le         1.071239793
# DYMAX            %le                  -0
# XCOMAX           %le                   0
# YCOMAX           %le                   0
# BETXMAX          %le         38.69545835
# BETYMAX          %le         51.76535495
# XCORMS           %le                   0
# YCORMS           %le                   0
# DXRMS            %le        0.2886397798
# DYRMS            %le                   0
# DELTAP           %le                   0
# SYNCH_1          %le                   0
# SYNCH_2          %le                   0
# SYNCH_3          %le                   0
# SYNCH_4          %le                   0
# SYNCH_5          %le                   0
# TITLE            %16s "‚deltaoptik‘"
# ORIGIN           %17s "5.03.06 Darwin 64"
# DATE             %08s "18/07/18"
# TIME             %08s "11.41.07"
# NAME                                S               ALFX               BETX               ALFY               BETY                 DX                DPX                 DY                DPY 
# %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le 
 "QQ38"                       57.797792        4.109257878        9.297763699      -0.5983116389       0.6300866902        1.070993512      -0.4618055399                  0                  0
 "DRIFT_0"                    57.818292        4.069822265        9.130092556      -0.6424936938       0.6555231995        1.061526499      -0.4618055399                  0                  0
 "BPM28"                      57.818292        4.069822265        9.130092556      -0.6424936938       0.6555231995        1.061526499      -0.4618055399                  0                  0
 "DRIFT_48"                   59.243517        1.328133445        1.436791129       -3.714170242        6.864749557        0.403349698      -0.4618055399                  0                  0
 "QQ40"                       59.478517       0.4619251612        1.029756868      -0.7019401746        7.938994871       0.3135548052      -0.3088358854                  0                  0
 "DRIFT_0"                    59.499017       0.4377697656        1.011313122      -0.7057946626        7.967853435       0.3072236696      -0.3088358854                  0                  0
 "BPM29"                      59.499017       0.4377697656        1.011313122      -0.7057946626        7.967853435       0.3072236696      -0.3088358854                  0                  0
 "DRIFT_49"                 59.75114762       0.1406812309       0.8654679115      -0.7532012214        8.335710978       0.2293566851      -0.3088358854                  0                  0
 "BEND1"                    60.85876238       -1.138091447        1.947915476      0.04299180897        9.172167307      0.08555029951      0.04381804456                  0                  0
 "DRIFT_50"                   61.110428       -1.434632067        2.595381545       0.0155031285        9.157446142      0.09657779503      0.04381804456                  0                  0
 "BPM30"                      61.110428       -1.434632067        2.595381545       0.0155031285        9.157446142      0.09657779503      0.04381804456                  0                  0
 "DRIFT_0"                    61.130928       -1.458787463        2.654696645      0.01326397505        9.156856416      0.09747606494      0.04381804456                  0                  0
 "QQ41"                       61.365928       -2.869077701        3.646962593        2.775985923        8.484418729       0.1115961819      0.07710631238                  0                  0
 "DRIFT_51"                   62.310194       -5.259311288        11.32232395        1.807048339        4.156815299       0.1844050511      0.07710631238                  0                  0
 "QQ42"                       62.745194          8.0621567        9.829416324       -3.592140761        4.820057987       0.1682963132      -0.1478678317                  0                  0
 "DRIFT_52"                   63.140127        5.410429104        4.508647595       -4.731326473        8.107269872       0.1098984268      -0.1478678317                  0                  0
 "QQ43"                       63.375127        2.547035985        2.710816979       -0.395031495        9.363206261      0.08118101634     -0.09900334409                  0                  0
 "DRIFT_0"                    63.395627        2.490414109        2.607549252      -0.3975625748        9.379454439      0.07915144779     -0.09900334409                  0                  0
 "BPM31"                      63.395627        2.490414109        2.607549252      -0.3975625748        9.379454439      0.07915144779     -0.09900334409                  0                  0
 "DRIFT_53"                 63.64952762        1.789129739        1.520970399      -0.4289110016        9.589296596      0.05401443696     -0.09900334409                  0                  0
 "BEND1"                    64.75714238       -1.208399633       0.8907283195       0.4825809409        9.526086281       0.1379305266       0.2536505858                  0                  0
 "DRIFT_54"                   65.009088        -1.90428421        1.674955392       0.4499736548        9.291133232       0.2018366817       0.2536505858                  0                  0
 "BPM32"                      65.009088        -1.90428421        1.674955392       0.4499736548        9.291133232       0.2018366817       0.2536505858                  0                  0
 "DRIFT_0"                    65.029588       -1.960906086        1.754191793       0.4473205055        9.272738702       0.2070365187       0.2536505858                  0                  0
 "QQ44"                       65.264588       -4.262630881        3.156286307         5.01849432         7.92935009       0.2815984014         0.38780113                  0                  0
 "DRIFT_55"                   65.657621       -6.649756299        7.445214578        3.720571906        4.494608674       0.4340170429         0.38780113                  0                  0
 "QQ45"                       66.092621        6.566408199        7.493839262        -3.36608975        4.369330374       0.4349150023      -0.3839252196                  0                  0
 "DRIFT_56"                   66.488131        4.237962459        3.220602623       -4.482247021         7.47342605       0.2830687387      -0.3839252196                  0                  0
 "QQ46"                       66.723131         1.95844194        1.823504939      -0.2627071779        8.638590631       0.2092056663      -0.2513820613                  0                  0
 "DRIFT_0"                    66.743631         1.90408089        1.744323221      -0.2652440279        8.649413631       0.2040523341      -0.2513820613                  0                  0
 "BPM33"                      66.743631         1.90408089        1.744323221      -0.2652440279        8.649413631       0.2040523341      -0.2513820613                  0                  0
 "DRIFT_57"                 66.99869462        1.227713742       0.9455163333      -0.2968078405        8.792772617       0.1399339145      -0.2513820613                  0                  0
 "BEND1"                    68.10630938       -1.650128845        1.403945766       0.5056966987        8.546751649      0.05847975967       0.1012718686                  0                  0
 "DRIFT_58"                   68.355643       -2.311301416        2.391663529       0.4690634241        8.303711175      0.08373024167       0.1012718686                  0                  0
 "BPM34"                      68.355643       -2.311301416        2.391663529       0.4690634241        8.303711175      0.08373024167       0.1012718686                  0                  0
 "DRIFT_0"                    68.376143       -2.365662467        2.487541288       0.4660514672         8.28454132      0.08580631498       0.1012718686                  0                  0
 "QQ47"                       68.611143        -5.08391324        4.169038587        4.353764932        7.102457147       0.1154942851       0.1540055102                  0                  0
 "DRIFT_59"                   69.004712        -7.61826776        9.168223261        3.247982083        4.110645176       0.1761060797       0.1540055102                  0                  0
 "QQ48"                       69.439712        8.302402409        8.768725927       -3.397239339        4.163369613       0.1750153952      -0.1587124722                  0                  0
 "DRIFT_60"                   69.836614        5.137140802        3.434544348       -4.592819306         7.33463987       0.1120220975      -0.1587124722                  0                  0
 "QQ49"                       70.071614         2.41602767        1.733093507      -0.3549676924        8.550865036      0.08131264539      -0.1054871452                  0                  0
 "DRIFT_0"                    70.092114        2.335153564        1.635694291      -0.3576671903        8.565474051      0.07915015891      -0.1054871452                  0                  0
 "BPM35"                      70.092114        2.335153564        1.635694291      -0.3576671903        8.565474051      0.07915015891      -0.1054871452                  0                  0
 "DRIFT_61"                 70.34757562        1.327337438       0.7000683929      -0.3913070986        8.756808239       0.0522022415      -0.1054871452                  0                  0
 "BEND1"                    71.45519038       -2.954091009        2.465515962       0.4212463534        8.721546978       0.1290817331       0.2471667847                  0                  0
 "DRIFT_62"                   71.703534       -3.933826067        4.176086249       0.3877188352        8.520645632       0.1904640281       0.2471667847                  0                  0
 "BPM36"                      71.703534       -3.933826067        4.176086249       0.3877188352        8.520645632       0.1904640281       0.2471667847                  0                  0
 "DRIFT_0"                    71.724034       -4.014700174        4.339031037        0.384951242        8.504805895       0.1955309472       0.2471667847                  0                  0
 "QQ50"                       71.959034       -7.055761546        6.877599342        2.873020366         7.71950124       0.2617016456       0.3194945409                  0                  0
 "DRIFT_63"                   72.202933       -8.856696777        10.75863201        2.580630835        6.389361166       0.3396260446       0.3194945409                  0                  0
 "QQ51"                       72.637933        6.499592301        12.03250515       -6.407569834        7.798979174       0.3747299984      -0.1657408998                  0                  0
 "DRIFT_64"                   73.254069        4.285205837        5.387602765       -9.730158739        17.74201471       0.2726110633      -0.1657408998                  0                  0
 "BPM37"                      73.254069        4.285205837        5.387602765       -9.730158739        17.74201471       0.2726110633      -0.1657408998                  0                  0
 "DRIFT_0"                    73.274569        4.211529048        5.213419699       -9.840707502        18.14321746       0.2692133749      -0.1657408998                  0                  0
 "QQ52"                       73.509569         1.89763828        3.821485653       -2.354606062        21.10327372       0.2425108152     -0.06330785717                  0                  0
 "DRIFT_65"                 74.44891864       0.7666705743        1.318768085       -2.645900368        25.80049765       0.1830426022     -0.06330785717                  0                  0
 "BEND3"                    74.97434536       0.1356345621       0.8458513914       -2.054597257        28.28765193        0.181918255      0.05901744278                  0                  0
 "DRIFT_66"                   75.343094      -0.3083351663       0.9095345047       -2.122661339        29.82801036       0.2036808569      0.05901744278                  0                  0
 "QQ53"                       75.578094       -1.268183627        1.264343384        13.87762058        26.93552646       0.2316291244       0.1814843216                  0                  0
 "DRIFT_67"                   75.978055       -2.093287135        2.608800592        11.00306042        16.98422441       0.3042157751       0.1814843216                  0                  0
 "QQ54"                       76.213055       -1.080588797        3.381014102        3.654440106        13.65189973       0.3308094049      0.04292338074                  0                  0
 "DRIFT_68"                    77.17537       -1.697558546        6.054466962        2.642568708        7.592193689       0.3721152181      0.04292338074                  0                  0
 "QQ55"                        77.41037        0.534893201        6.335805369     -0.09185031053        7.009387759       0.3661708728     -0.09315045168                  0                  0
 "DRIFT_0"                     77.43087       0.5307318878        6.313960054     -0.09479963343        7.013214083       0.3642612886     -0.09315045168                  0                  0
 "BPM38"                       77.43087       0.5307318878        6.313960054     -0.09479963343        7.013214083       0.3642612886     -0.09315045168                  0                  0
 "DRIFT_69"                   78.257549       0.3629235863        5.575193841      -0.2137334532        7.268271907       0.2872557663     -0.09315045168                  0                  0
 "BPM39"                      78.257549       0.3629235863        5.575193841      -0.2137334532        7.268271907       0.2872557663     -0.09315045168                  0                  0
 "DRIFT_0"                    78.278049       0.3587622732        5.560399281      -0.2166827761        7.277095439       0.2853461821     -0.09315045168                  0                  0
 "QQ56"                       78.513049       -1.515969908         5.82569153        2.007851759         6.84523316        0.274032583    -0.003741302791                  0                  0
 "DRIFT_70"                      79.344       -1.986405613        8.735993971        1.397075787        4.015905211       0.2709237437    -0.003741302791                  0                  0
 "BPM40"                         79.344       -1.986405613        8.735993971        1.397075787        4.015905211       0.2709237437    -0.003741302791                  0                  0
 "DRIFT_71"                       82.28       -3.648596563        25.28036036      -0.7609795656        2.148326705       0.2599392787    -0.003741302791                  0                  0
 "BPM41"                          82.28       -3.648596563        25.28036036      -0.7609795656        2.148326705       0.2599392787    -0.003741302791                  0                  0
 "DRIFT_72"                 82.62235101       -3.842415617        27.84491592       -1.012618674        2.755519846       0.2586584399    -0.003741302791                  0                  0
 "BEND4"                    83.14751099       -4.139594559        32.03483318       -1.379498026        4.013377967       0.2704401035      0.04863066591                  0                  0
 "DRIFT_73"                   83.479233       -4.327396098        34.84352031       -1.619444002        5.008193032       0.2865719656      0.04863066591                  0                  0
 "QQ57"                       83.714233        18.62871938        31.28619847       -6.256565247        6.764151031       0.2745243698      -0.1497590919                  0                  0
 "DRIFT_74"                   84.257348        12.58708184        14.33242859       -9.479902374        15.31086264       0.1931879607      -0.1497590919                  0                  0
 "QQ58"                       84.492348        4.000294652        10.60803801       0.1628059793        17.60959105       0.1709590081      -0.0416440071                  0                  0
 "DRIFT_75"                   88.242254       -2.009981859        3.144552124     -0.05578513954        17.20827296      0.01479789602      -0.0416440071                  0                  0
 "BPM42"                      88.242254       -2.009981859        3.144552124     -0.05578513954        17.20827296      0.01479789602      -0.0416440071                  0                  0
 "DRIFT_0"                    88.262754       -2.042838861        3.227634949     -0.05698013428        17.21058465      0.01394419387      -0.0416440071                  0                  0
 "QQ59"                       88.497754        -5.03509124        4.820446686        8.903429118        15.03357227     0.004882391838     -0.03633678904                  0                  0
 "DRIFT_76"                   89.006653       -7.817111352        11.36091973        6.186186911        7.354481765     -0.01360936377     -0.03633678904                  0                  0
 "BPM43"                      89.006653       -7.817111352        11.36091973        6.186186911        7.354481765     -0.01360936377     -0.03633678904                  0                  0
 "DRIFT_0"                    89.027153       -7.929179586         11.6837187        6.076728128        7.103092006     -0.01435426794     -0.03633678904                  0                  0
 "QQ60"                       89.262153        1.751265975        13.23169024       0.7681036238        5.586485558     -0.02133293772     -0.02214232676                  0                  0
 "DRIFT_77"                 89.59547401        1.648815418        12.09837169       0.6732363255        5.106056676     -0.02871344035     -0.02214232676                  0                  0
 "BEND4"                    90.12063399        1.487474393        10.45207025       0.5454132406        4.465248368     -0.02659084336      0.03022964195                  0                  0
 "DRIFT_78"                   94.209525       0.2307004299        3.426640671      -0.6427034969        4.863057622      0.09701486771      0.03022964195                  0                  0
 "BPM44"                      94.209525       0.2307004299        3.426640671      -0.6427034969        4.863057622      0.09701486771      0.03022964195                  0                  0
 "DRIFT_0"                    94.230025       0.2243994876        3.417311123      -0.6486602204        4.889530579      0.09763457537      0.03022964195                  0                  0
 "QQ61"                       94.465025      -0.6789074262        3.522150552       0.4910067227        4.927294102       0.1075809719      0.05481930821                  0                  0
 "DRIFT_79"                   95.329103       -1.037309132        5.005095523       0.2733626222        4.266819367       0.1549491301      0.05481930821                  0                  0
 "QQ62"                       95.564103        1.197314232        4.966099054       -1.805217752        4.614539638       0.1594204096     -0.01710442473                  0                  0
 "DRIFT_0"                    95.584603        1.187268518        4.917215107       -1.824137436         4.68894142       0.1590697689     -0.01710442473                  0                  0
 "BPM45"                      95.584603        1.187268518        4.917215107       -1.824137436         4.68894142       0.1590697689     -0.01710442473                  0                  0
 "DRIFT_80"                    96.53109        0.723456948        3.108738293       -2.697661056        8.968764909       0.1428806532     -0.01710442473                  0                  0
 "QQ63"                        96.76609        1.763174629        2.503033046       -7.809780941        11.35508209       0.1314961947     -0.07893542672                  0                  0
 "DRIFT_81"                    97.22904        1.003231842        1.222325171       -10.33724047        19.75624566      0.09495303892     -0.07893542672                  0                  0
 "QQ64"                        97.46404       0.1084529652       0.9720398677        1.294639994        21.98039451      0.08235279912      -0.0294824178                  0                  0
 "DRIFT_82"                 97.76863964      -0.2085940685        1.002542812        1.257555269        21.20299674      0.07337246523      -0.0294824178                  0                  0
 "BEND3"                    98.29406636      -0.7541327132        1.507127733        1.717300395        19.62892404      0.08997672695      0.09284288216                  0                  0
 "DRIFT_83"                   99.201579       -1.698730643        3.733132237        1.534718971        16.67767535       0.1742328162      0.09284288216                  0                  0
 "QQ65"                       99.436579       -3.922141722        5.013300591        7.594694638        14.46081006       0.2048387553        0.169715273                  0                  0
 "DRIFT_0"                    99.457079       -3.989134615        5.175481756        7.511509296        14.15113288       0.2083179184        0.169715273                  0                  0
 "BPM46"                      99.457079       -3.989134615        5.175481756        7.511509296        14.15113288       0.2083179184        0.169715273                  0                  0
 "DRIFT_84"                  100.100552       -6.091969641        11.66240015        4.900410692         6.16439749       0.3175251143        0.169715273                  0                  0
 "QQ66"                      100.535552        8.554574017        10.33488188       -2.219163446        5.175310593       0.3002379358      -0.2454705723                  0                  0
 "DRIFT_85"                  100.782416        6.782656971        6.548671685       -2.501772916        6.340739827       0.2396400884      -0.2454705723                  0                  0
 "QQ67"                      101.017416        3.810322672         4.12182126      -0.3898833546        7.038434115       0.1905704997      -0.1748420948                  0                  0
 "DRIFT_0"                   101.037916         3.73314066        3.967180262      -0.3932386727        7.054488116       0.1869862368      -0.1748420948                  0                  0
 "BPM47"                     101.037916         3.73314066        3.967180262      -0.3932386727        7.054488116       0.1869862368      -0.1748420948                  0                  0
 "DRIFT_86"                 101.2877946        2.792353593        2.336598737      -0.4341373195        7.261231691       0.1432969347      -0.1748420948                  0                  0
 "BEND1"                    102.3954094       -1.293617486       0.7100831645        0.208236715        7.527288416       0.1449084022       0.1778118351                  0                  0
 "DRIFT_87"                  102.650406       -2.253673701        1.614630441       0.1728914608        7.430102018       0.1902498198       0.1778118351                  0                  0
 "BPM48"                     102.650406       -2.253673701        1.614630441       0.1728914608        7.430102018       0.1902498198       0.1778118351                  0                  0
 "DRIFT_0"                   102.670906       -2.330855713        1.708613294        0.170049942        7.423071719       0.1938949624       0.1778118351                  0                  0
 "QQ68"                      102.905906       -4.972046049        3.353532686        3.886144372        6.425904119        0.249449056       0.3001430635                  0                  0
 "DRIFT_88"                  103.298092       -7.980071295        8.433171778         2.90339935        3.763140125       0.3671609635       0.3001430635                  0                  0
 "QQ69"                      103.733092        7.336959547        8.808847042       -3.271910854        3.893292159       0.3567122738      -0.3452325344                  0                  0
 "DRIFT_89"                  104.129214        4.871284353        3.972893052       -4.462873802        6.957210526       0.2199580719      -0.3452325344                  0                  0
 "QQ70"                      104.364214          2.2456278        2.367452889      -0.5981245663        8.199288276       0.1511484007      -0.2465330351                  0                  0
 "DRIFT_0"                   104.384714        2.193302236        2.276454823      -0.6015192434        8.223880974       0.1460944735      -0.2465330351                  0                  0
 "BPM49"                     104.384714        2.193302236        2.276454823      -0.6015192434        8.223880974       0.1460944735      -0.2465330351                  0                  0
 "DRIFT_11"                 104.6366756        1.550178629        1.333241305      -0.6432425782        8.537513184      0.08397760963      -0.2465330351                  0                  0
 "BEND1"                    105.7442904       -1.219906451       0.9748107325       0.1707008075        9.094054041     0.007785899958       0.1061208948                  0                  0
 "DRIFT_90"                   105.99701       -1.864964828        1.754418242       0.1421015095        9.015002757      0.03460473259       0.1061208948                  0                  0
 "BPM50"                      105.99701       -1.864964828        1.754418242       0.1421015095        9.015002757      0.03460473259       0.1061208948                  0                  0
 "DRIFT_0"                    106.01751       -1.917290391        1.831954474       0.1397816042        9.009224153      0.03678021093       0.1061208948                  0                  0
 "QQ71"                       106.25251        -4.11929388        3.194456994        4.469574197        7.878702143      0.06455350389       0.1326954525                  0                  0
 "DRIFT_91"                  106.647732       -6.342388121        7.329143878        3.417293162        4.761638652        0.116997666       0.1326954525                  0                  0
 "QQ72"                      107.082732        6.502358016        7.235909297        -4.45854737        5.129809305       0.1281788179     -0.08442501986                  0                  0
 "DRIFT_92"                  107.476989        4.144160535        3.038444833       -6.063198014        9.278081075      0.09489366281     -0.08442501986                  0                  0
 "QQ73"                      107.711989        1.928232421        1.669015111      -0.8550438407        10.97650609      0.08073050888     -0.03738757508                  0                  0
 "DRIFT_0"                   107.732489         1.87028169        1.591145572      -0.8582768867        11.01162916      0.07996406359     -0.03738757508                  0                  0
 "BPM51"                     107.732489         1.87028169        1.591145572      -0.8582768867        11.01162916      0.07996406359     -0.03738757508                  0                  0
 "DRIFT_93"                 107.9858426        1.154085218       0.8249112557      -0.8982331758        11.45664735      0.07049178596     -0.03738757508                  0                  0
 "BEND1"                    109.0934574       -1.913792972        1.649390286        0.269305418        12.19737339        0.221276891       0.3152663548                  0                  0
 "DRIFT_94"                  109.347725       -2.632573198        2.805384009       0.2469474498          12.066107       0.3014389179       0.3152663548                  0                  0
 "BPM52"                     109.347725       -2.632573198        2.805384009       0.2469474498          12.066107       0.3014389179       0.3152663548                  0                  0
 "DRIFT_0"                   109.368225       -2.690523929          2.9145075       0.2451448674        12.05601911       0.3079018782       0.3152663548                  0                  0
 "QQ74"                      109.603225       -5.780974721        4.826725557        6.029342757        10.51721939       0.4028699579        0.501327704                  0                  0
 "DRIFT_95"                  109.999096       -8.603954507        10.52130188        4.623366647        6.300120665       0.6013310574        0.501327704                  0                  0
 "QQ75"                      110.434096        5.727255162         12.0558427       -2.442472706        5.490552699       0.6470971417      -0.3003499011                  0                  0
 "DRIFT_96"                  111.379585        3.076349576        3.732131261        -3.64198166        11.24333737        0.363119614      -0.3003499011                  0                  0
 "QQ76"                      111.614585        1.570353995        2.667708078       0.1723089286        12.08060966       0.3058799906       -0.189960475                  0                  0
 "DRIFT_0"                   111.635085        1.543719432        2.603869573       0.1705616118        12.07358081       0.3019858009       -0.189960475                  0                  0
 "BPM53"                     111.635085        1.543719432        2.603869573       0.1705616118        12.07358081       0.3019858009       -0.189960475                  0                  0
 "DRIFT_97"                 111.8842226        1.220028126        1.915316074       0.1493263746        11.99388468       0.2546594995       -0.189960475                  0                  0
 "BEND1"                    112.9918374      -0.1899902482       0.7974590737         1.20294347        10.40123517       0.2398636217       0.1626934549                  0                  0
 "DRIFT_98"                  113.242876      -0.5161514226       0.9747279069        1.143882231        9.812091277       0.2807059627       0.1626934549                  0                  0
 "BPM54"                     113.242876      -0.5161514226       0.9747279069        1.143882231        9.812091277       0.2807059627       0.1626934549                  0                  0
 "DRIFT_0"                   113.263376      -0.5427859857       0.9964361238        1.139059247        9.765290977       0.2840411786       0.1626934549                  0                  0
 "QQ77"                      113.498376       -1.442731729        1.447873945        4.799186137        8.320632645       0.3374489925       0.2956760846                  0                  0
 "DRIFT_99"                   114.94449       -4.520460922        10.07133032       0.6224264617       0.4803627639       0.7650303179       0.2956760846                  0                  0
 "QQ1"                        115.16199      -0.3026596977         11.1525671      -0.1377651491       0.3779633018       0.7946624468     -0.02521684799                  0                  0
 "BL$END"                     115.16199      -0.3026596977         11.1525671      -0.1377651491       0.3779633018       0.7946624468     -0.02521684799                  0                  0
